"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IMLGTCQN","journalArticle","2023","Bakeer, M.; Bakeer, A.; Magdy, G.; Aly, M.M.","A new cyber-security approach for load frequency control of hybrid interconnected renewable power systems","Journal of Cleaner Production","","09596526 (ISSN)","10.1016/j.jclepro.2023.138866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171548294&doi=10.1016%2fj.jclepro.2023.138866&partnerID=40&md5=9866a84d17d2d717b324e1253836dd4b","Countries worldwide are embracing the trend toward smart grids, depending on advanced technology and communication networks. However, the smart grid is more vulnerable to cyberattacks than its traditional counterpart, especially the false data injection attack (FDIA), which aims to add false data into the transmitted signals to cause undesirable behavior. This article proposes a new scheme to detect and estimate the FDIA on load frequency control (LFC) of modern interconnected power systems considering renewable energy sources (RESs) and high voltage direct current (HVDC) link. The proposed scheme is based on the Kalman filter (KF) and artificial neural networks (ANNs). The KF is used to detect the FDIA in the transmitted system signals and indicates the possibility of an attack in each transmitted signal, where the role of ANNs is to estimate the transmitted signal before attacking. Hence, based on KF and ANNs, the proposed scheme can ensure the detection of false data and remove the attack simultaneously. The proposed cyber-security scheme is considered a thorough solution that can effectively reduce the impact of the FDIA on any of the four transmitted signals within the two-area interconnected power system, all while simulating the virtual inertia control strategy. The simulation results of the studied low-inertia interconnected power system are carried out using MATLAB/Simulink® software. The simulation results successfully demonstrate the proposed scheme's efficacy, accuracy, and acceptability to detect and eliminate the FDIA on the LFC of low-inertia interconnected power grids. © 2023 Elsevier Ltd","2023","2024-01-24 11:17:52","2024-01-24 11:19:25","","","","","425","","J. Clean. Prod.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo propõe um novo esquema para detectar e estimar o ataque de injeção de dados falsos no controle de frequência de carga de sistemas de energia interligados modernos considerando fontes de energia renováveis ​ e link de corrente contínua de alta tensão. O esquema proposto é baseado no filtro de Kalman e em redes neurais artificiais. </p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Electric power system control; Renewable energy source; Smart power grids; Renewable energy resources; Natural resources; Neural networks; MATLAB; Cyber security; Cybersecurity; Artificial neural network; Electric control equipment; Electric frequency control; Load frequency control; Load-frequency control; Press load control; Artificial neural networks (ANNs); Electric power system interconnection; False data injection attack; False data injection attack (FDIA); False data injection attacks; HVDC power transmission; Kalman filter; Kalman filter (KF); Kalman filters; Load frequency control (LFC); Renewable energy sources (RESs); Transmitted signal; MICROGRIDS; DATA INJECTION ATTACKS; MITIGATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6JVEN3C","journalArticle","2021","Teixeira, D.; Gomes, L.; Vale, Z.","Single-unit and multi-unit auction framework for peer-to-peer transactions","International Journal of Electrical Power and Energy Systems","","01420615 (ISSN)","10.1016/j.ijepes.2021.107235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107682409&doi=10.1016%2fj.ijepes.2021.107235&partnerID=40&md5=1f638e4f4a7eac9c06e231768f16b32b","Peer-to-peer transactions appear in smart grids as a way to enable the direct transaction of energy among end-users (i.e., consumers, producers, and prosumers). This concept promotes the efficient use of local renewable energy sources among neighbours. Several studies proposed the application of peer-to-peer models for energy communities, microgrids, and aggregators to decrease energy costs for end-users and to promote the balance between consumption and generation. In this paper, it is proposed a framework to test, and validate, using a real environment, single- and multi-unit peer-to-peer auctions. It is also proposed six lightweight fully distributed peer-to-peer auction models, avoiding the need for a central operator. The lightweight of the proposed models enables their execution in the fog-computing layer using single-board computers deployed in end-users. The proposed framework, together with the proposed day-ahead models, was tested and validated in a real microgrid with five prosumers. The results of two weeks are discussed using a comparative economic analysis. The proposed framework and models were able to reduce energy costs for the end-users, promoting competitive free market behaviours, with multi-unit models outperforming single-unit models in the overall trading efficiency and monetary profits. © 2021 The Authors","2021","2024-01-24 11:17:52","2024-01-24 11:22:02","","","","","133","","Int J Electr Power Energy Syst","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo apresenta uma proposta de estrutura de leilão de energia de unidade única e de múltiplas unidades para transações P2P, e a análise econômica comparativa de quatro modelos de leilão de energia P2P de unidade única e dois de múltiplas unidades.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Multi agent systems; Renewable energy resources; Peer to peer; Peer-to-peer energy trading; Peer to peer networks; Power markets; Energy; End-users; Multi-agent systems; Economic analysis; Energy cost; Competitive markets; Energy auctions; Fog computing; Micro grid; Multi-agents systems; Transactive energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBQMYRVR","journalArticle","2021","Krč, R.; Kratochvílová, M.; Podroužek, J.; Apeltauer, T.; Stupka, V.; Pitner, T.","Machine learning-based node characterization for smart grid demand response flexibility assessment","Sustainability (Switzerland)","","20711050 (ISSN)","10.3390/su13052954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102882366&doi=10.3390%2fsu13052954&partnerID=40&md5=8965924679d73f0de85c126645aa7431","As energy distribution systems evolve from a traditional hierarchical load structure towards distributed smart grids, flexibility is increasingly investigated as both a key measure and core challenge of grid balancing. This paper contributes to the theoretical framework for quantifying network flexibility potential by introducing a machine learning based node characterization. In particular, artificial neural networks are considered for classification of historic demand data from several network substations. Performance of the resulting classifiers is evaluated with respect to clustering analysis and parameter space of the models considered, while the bootstrapping based statistical evaluation is reported in terms of mean confusion matrices. The resulting meta-models of individual nodes can be further utilized on a network level to mitigate the difficulties associated with identifying, implementing and actuating many small sources of energy flexibility, compared to the few large ones traditionally acknowledged. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","2021","2024-01-24 11:17:52","2024-01-24 11:21:02","","","","5","13","","Sustainability","","","","","","","","English","","","Scopus","","","","Publisher: MDPI AG","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Clusterização</p> <p><strong>#desc_technique</strong></p> <p>O artigo contribui para a estrutura teórica para quantificar o potencial de flexibilidade da rede, introduzindo uma caracterização de nó baseada em aprendizado de máquina. Para uma otimização eficaz da rede de distribuição e para quaisquer simulações em nível de rede em geral foi utilziado para análise de agrupamento o K-means para as flutuações diárias na demanda de energia.</p> <p><strong>#eligible</strong></p> <p>I2</p> <p><strong>#FIM</strong></p> </div>","","","machine learning; Machine learning; Smart grid; artificial neural network; smart grid; renewable energy sources; cluster analysis; Renewable energy sources; Convolutional neural networks; Artificial neural networks; performance assessment; artificial neural networks; demand analysis; assessment method; bootstrapping; classification; Electricity network; Flexibility assessment; Network simulation; parameterization; convolutional neural networks; electricity network; flexibility assessment; MODEL; network simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYM6HDTU","journalArticle","2021","Farinis, G.Κ.; Kanellos, F.D.","Integrated energy management system for Microgrids of building prosumers","Electric Power Systems Research","","03787796 (ISSN)","10.1016/j.epsr.2021.107357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107646679&doi=10.1016%2fj.epsr.2021.107357&partnerID=40&md5=ace940f02ea5839ec405ae70797ae4b3","In this paper, an easy to apply and computationally efficient energy management system (EMS) for microgrids of building prosumers is proposed. It is based on a hierarchical multi-agent system (MAS), aiming to minimize the operation cost of a microgrid comprising a group of buildings, renewable energy sources (RES), energy storage systems (ESS) and plug-in electric vehicles (PEVs). The optimization problem is suitably set up to ensure low computation requirements and it is solved with particle swarm optimization (PSO). Optimal operation scheduling for grid-connected and autonomous operation of microgrids of building prosumers, considering their thermal and electrical systems, integrated RES, conventional and dynamic ESS is proposed. The models used are not computationally demanding, allowing the application to complex systems and they are not being limited to one building scale which is the case for the majority of relative research. Another innovative feature of the proposed algorithm, among others, is that it ensures autonomous operation at certain time periods without the use of any emergency generator sets. Detailed simulation results of different operation scenarios, showed that cost savings in range of 11% can be achieved while a large number of operation and technical constraints are satisfactorily met in grid-connected and autonomous operation. © 2021","2021","2024-01-24 11:17:52","2024-01-24 11:17:52","","","","","198","","Electr Power Syst Res","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>O artigo propõe um sistema de gerenciamento de energia para microrredes de prossumidores de construção. Baseia-se num sistema multiagente hierárquico, visando minimizar o custo de operação de uma microrrede composta por um conjunto de edifícios, fontes de energia renováveis, sistemas de armazenamento de energia e veículos elétricos.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Energy management systems; Multi agent systems; Renewable energy source; Energy efficiency; Energy management; Renewable energy resources; Microgrids; Optimization; Electric vehicles; Natural resources; Energy; Storage systems; Optimisations; Energy storage; Renewable Energy Sources; Buildings; Particle swarm optimization (PSO); Plug-in electric vehicles; Storage management; Energy storage system; Micro grid; Autonomous operations; Building energy management systems; Energy storage systems; Grid-connected operation; Management systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GDP6FK8","journalArticle","2021","Andrade, R.; Praça, I.; Wannous, S.; Ramos, S.","The impact of attacks in lem and prevention measures based on forecasting and trust models","Processes","","22279717 (ISSN)","10.3390/pr9020314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100732629&doi=10.3390%2fpr9020314&partnerID=40&md5=bdc9a4aaabf5b4ea43907398eab9c88f","In recent years Local Energy Markets (LEM) have emerged as an innovative and versatile energy trade solution. They bring benefits when renewable energy sources are used and are more flexible for consumers. There are, however, security concerns that put the feasibility of the local energy market at risk. One of these security challenges is the integrity of data in the smart-grid that supports the local market. In this article the LEM and the types of attacks that can have a negative impact on it are presented, and a security mechanism based on a trust model is proposed. A case study is elaborated using a multi-agent system called Local Energy Market Multi-Agent System (LEMMAS), capable of simulating the LEM and testing the proposed security mechanism. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","2021","2024-01-24 11:17:52","2024-01-24 11:17:52","","1-10","","2","9","","Process.","","","","","","","","English","","","Scopus","","","","Publisher: MDPI AG","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>No artigo são apresentados o Mercados Locais de Energia e os tipos de ataques que podem ter um impacto negativo sobre ele, e é proposto um mecanismo de segurança baseado em um modelo de confiança. É elaborado um estudo de caso utilizando um sistema multiagente denominado Local Energy Market Multi-Agent System (LEMMAS), capaz de simular o LEM e testar o mecanismo de segurança proposto</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Forecasting; Security; Local energy market; Multi-agent simulation; Trust models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HU6QM9FG","journalArticle","2019","Huang, C.-J.; Kuo, P.-H.","Multiple-Input Deep Convolutional Neural Network Model for Short-Term Photovoltaic Power Forecasting","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2019.2921238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068226706&doi=10.1109%2fACCESS.2019.2921238&partnerID=40&md5=9d277e7780506cb192607f117618a542","With the fast expansion of renewable energy system installed capacity in recent years, the availability, stability, and quality of smart grids have become increasingly important. The renewable energy output forecasting applications have also been developing rapidly in recent years, and such techniques have particularly been applied in the fields of wind and solar photovoltaic (PV). In the case of solar PV output forecasting, many applications have been performed with machine learning and hybrid techniques. In this paper, we propose a high-precision deep neural network model named PVPNet to forecast PV system output power. The methodology behind the proposed model is based on deep neural networks, and the model is able to generate a 24-h probabilistic and deterministic forecasting of PV power output based on meteorological information, such as temperature, solar radiation, and historical PV system output data. The forecasting accuracy of PVPNet is determined by the mean absolute error (MAE) and root mean square error (RMSE) values. The results from the experiments show that the MAE and RMSE of the proposed algorithm are 109.4845 and 163.1513, respectively. The results prove that the prediction accuracy of the PVPNet outperforms other benchmark models, and the algorithm also effectively predicts complex time series with a high degree of volatility and irregularity. © 2013 IEEE.","2019","2024-01-24 11:17:52","2024-01-24 11:21:19","","74822-74834","","","7","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo propẽe um modelo de rede neural profunda de alta precisão denominado PVPNet para prever a potência de saída do sistema fotovoltaico. A metodologia por trás do modelo proposto é baseada em redes neurais profundas, e o modelo é capaz de gerar uma previsão probabilística e determinística de 24 horas da produção de energia fotovoltaica com base em informações meteorológicas, como temperatura, radiação solar e dados históricos de saída do sistema fotovoltaico.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Renewable energy source; Smart power grids; Renewable energy resources; Neural networks; renewable energy sources; Deep neural networks; Forecasting; Mean square error; Convolutional neural network; photovoltaic system; Solar power generation; Renewable energy systems; Photovoltaic systems; Deep neural network; Deterministic forecasting; Meteorological information; Output power; Photovoltaic cells; photovoltaic output power forecasting; Root mean square errors; GENERATION; OUTPUT POWER; SOLAR; SUPPORT VECTOR MACHINE; SVM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YPPZ49G","journalArticle","2021","Ahmad, T.; Manzoor, S.; Zhang, D.","Forecasting high penetration of solar and wind power in the smart grid environment using robust ensemble learning approach for large-dimensional data","Sustainable Cities and Society","","22106707 (ISSN)","10.1016/j.scs.2021.103269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113187413&doi=10.1016%2fj.scs.2021.103269&partnerID=40&md5=666ec7fbbcc35c7704933bab49b35666","Forecasting enables the cost-effective integration of renewable energy sources such as solar and wind. Forecasting daily, monthly, seasonal, and annual data for different locations with varying observation/data samples remains challenging with a single forecasting algorithm. We presented the ensemble-based k-nearest neighbor algorithm for wind and solar power forecasting in this study to respond to the challenges mentioned above. The included k-NNC deep architecture provides nonlinear modeling complexity in solar and wind energy, enabling a more precise estimate of spatial solar and wind energy patterns. Makowski metric analysis was employed to train and optimize the k-nearest neighbor algorithm. The chi-square distance was used to theoretically assess the goodness of fit of the k-nearest neighbor algorithm between expected and observed values. The 5-fold cross-validation method was utilized to estimate the accurate lasso-penalty strength for high-dimensional solar/wind data. The ensemble forecasts were combined using 5-fold cross-validation to improve generalization performance, minimizing over-fitting induced by base model correlation. For daily, monthly, seasonal, and annual solar and wind power forecasting, two different climate areas and four distinct experimental setups are presented. The forecasting accuracy of the proposed k-nearest neighbor technique is validated using three performance assessment indices and four existing forecasting models. The mean absolute error of the k-nearest neighbor algorithm generalized linear regression model, one-step-secant backpropagation neural network, decision tree, and BFGS Quasi-Newton backpropagation neural network for solar and wind power forecasting was measured at 1.16, 5.59, 4.22, 1.70, 3.23, and 8.60, 15.81, 40.64, 0.56, and 15.04, respectively. Utilities can anticipate down- and up-ramps in variable renewable energy generation by introducing the k-nearest neighbor algorithm into power system operations, allowing them to cost-effectively balance renewable energy production and load on a daily, monthly, seasonal, and annual basis. This will improve power system dependability, reduce fuel costs, and limit the use of solar and wind resources. © 2021 Elsevier Ltd","2021","2024-01-24 11:17:52","2024-01-24 11:17:52","","","","","75","","Sustainable Cities Soc.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Clusterização</p> <p><strong>#desc_technique</strong></p> <p>Apresentamos o algoritmo k-vizinho mais próximo baseado em conjunto para previsão de energia eólica e solar neste estudo para responder aos desafios mencionados acima. A arquitetura profunda k-NNC incluída fornece complexidade de modelagem não linear em energia solar e eólica, permitindo uma estimativa mais precisa dos padrões espaciais de energia solar e eólica</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Smart power grids; Solar energy; machine learning; alternative energy; smart grid; Neural networks; Electric power transmission networks; Wind power; Machine learning models; Power; algorithm; Cost effectiveness; Decision trees; Nearest neighbor search; Cost benefit analysis; learning; solar power; wind power; Regression analysis; Ensemble learning; Solar and winds; Weather forecasting; Backpropagation; Backpropagation neural networks; estimation method; Forecasting error; Forecasting errors; K Nearest Neighbor (k NN) algorithm; k-nearest neighbor algorithm; Motion compensation; Pattern recognition; Solar and wind energies; Solar and wind power forecasting; Wind power forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRXU5WKD","journalArticle","2020","Ahmed, W.; Ansari, H.; Khan, B.; Ullah, Z.; Ali, S.M.; Mehmood, C.A.A.; Qureshi, M.B.; Hussain, I.; Jawad, M.; Khan, M.U.S.; Ullah, A.; Nawaz, R.","Machine learning based energy management model for smart grid and renewable energy districts","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2020.3029943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098285122&doi=10.1109%2fACCESS.2020.3029943&partnerID=40&md5=129d663325f8c45644f5abfaa9014fc3","The combination of renewable energy sources and prosumer-based smart grid is a sustainable solution to cater to the problem of energy demand management. A pressing need is to develop an efficient Energy Management Model (EMM) that integrates renewable energy sources with smart grids. However, the variable scenarios and constraints make this a complex problem. Machine Learning (ML) methods can often model complex and non-linear data better than the statistical models. Therefore, developing an ML algorithm for the EMM is a suitable option as it reduces the complexity of the EMM by developing a single trained model to predict the performance parameters of EMM for multiple scenarios. However, understanding latent correlations and developing trust in highly complex ML models for designing EMM within the stochastic prosumer-based smart grid is still a challenging task. Therefore, this paper integrates ML and Gaussian Process Regression (GPR) in the EMM. At the first stage, an optimization model for Prosumer Energy Surplus (PES), Prosumer Energy Cost (PEC), and Grid Revenue (GR) is formulated to calculate base performance parameters (PES, PEC, and GR) for the training of the ML-based GPR model. In the second stage, stochasticity of renewable energy sources, load, and energy price, same as provided by the Genetic Algorithm (GA) based optimization model for PES, PEC, and GR, and base performance parameters act as input covariates to produce a GPR model that predicts PES, PEC, and GR. Seasonal variations of PES, PEC, and GR are incorporated to remove hitches from seasonal dynamics of prosumers energy generation and prosumers energy consumption. The proposed adaptive Service Level Agreement (SLA) between energy prosumers and the grid benefits both these entities. The results of the proposed model are rigorously compared with conventional optimization (GA and PSO) based EMM to prove the validity of the proposed model. © 2018 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","2020","2024-01-24 11:17:52","2024-01-24 11:20:56","","185059-185078","","","8","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo integra ML e Regressão de Processo Gaussiano no Modelo de Gestão de Energia. Na primeira etapa, um modelo de otimização para Excedente de Energia do Prosumer , Custo de Energia do Prosumer e Receita da Rede &nbsp;é formulado para calcular parâmetros de desempenho base para o treinamento do ML.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Quality of service; Renewable energy source; Smart power grids; Energy efficiency; Energy management; machine learning; Machine learning; Renewable energy resources; Smart grid; Optimization; optimization; smart grid; Natural resources; Demand side management; Electric power transmission networks; Genetic algorithms; Stochastic systems; Energy utilization; Renewable energies; Renewable energy sources; Stochastic models; Smart grids; Prosumer; Particle swarm optimization (PSO); Conventional optimization; Energy districts; Energy management model; Gaussian process regression; Optimization modeling; Parameter estimation; Performance parameters; Seasonal variation; Service level agreement; Smart contract; Sustainable solution; Stochastic processes; SYSTEM; energy districts; energy management model; FRAMEWORK; Ground penetrating radar; service level agreement; smart contract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5THYL5NS","journalArticle","2021","Vosoogh, M.; Rashidinejad, M.; Abdollahi, A.; Ghaseminezhad, M.","An Intelligent Day Ahead Energy Management Framework for Networked Microgrids Considering High Penetration of Electric Vehicles","IEEE Transactions on Industrial Informatics","","15513203 (ISSN)","10.1109/TII.2020.2977989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096035743&doi=10.1109%2fTII.2020.2977989&partnerID=40&md5=779d272692365bcda8616965757fd8fe","Considering the insufficient stability and complex energy management in networked microgrids, this article proposes an intelligent stochastic framework for optimal operating and managing of these systems with high penetration of renewables. The proposed model incorporates the high mobile charging demands of electric vehicles as well as the random nature of renewable energy sources. To mitigate the negative effect of vehicles on the individual microgrids, V2G scheme is deployed and got compatible with the microgrid cost function. As a supporting policy of renewable sources, a novel machine learning-based probabilistic approach based on support vector machine and point estimation method is proposed which will operate the system at a safe zone considering their randomness nature. Moreover, an intelligent optimization algorithm based on modified bat evolutionary optimization is devised that looks for the optimality in the global space. An IEEE test system inspects the appropriate applicability of the proposed intelligent model.  © 2005-2012 IEEE.","2021","2024-01-24 11:17:52","2024-01-24 11:19:46","","667-677","","1","17","","IEEE Trans. Ind. Inf.","","","","","","","","English","","","Scopus","","","","Publisher: IEEE Computer Society","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O modelo proposto incorpora as elevadas exigências de carregamento móvel dos veículos eléctricos, bem como a natureza aleatória das fontes de energia renováveis</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Renewable energy source; Energy management; Renewable energy resources; Microgrids; Optimization; Uncertainty; electric vehicle; Electric vehicles; Stochastic systems; Support vector machines; Cost functions; Evolutionary algorithms; Evolutionary optimizations; Intelligent modeling; Intelligent optimization algorithm; Management frameworks; Networked-microgrid; Point estimation method; Probabilistic approaches; Stochastic framework; support vector machine (SVM); uncertainty modeling; Batteries; Power generation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPJJD3Z4","journalArticle","2019","Benavente-Peces, C.","On the energy efficiency in the next generation of smart buildings—supporting technologies and techniques","Energies","","19961073 (ISSN)","10.3390/en12224399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076012101&doi=10.3390%2fen12224399&partnerID=40&md5=ecb1275d0f9c51e45f997dc84f6de5ca","Energy efficiency is one of the most relevant issues that the scientific community, and society in general, must face in the next years. Furthermore, higher energy efficiencies will contribute to worldwide sustainability. Buildings are responsible for 40% of the overall consumed energy. Smart Grids and Smart Buildings are playing an essential role in the definition of the next generation of sustainable Smart Cities. The main goal is reducing the impact of energy consumption on the environment as much as possible. This paper focuses on information communication technologies (ICTs) and techniques, their key characteristics and contribution to obtain higher energy efficiencies in smart buildings. Given that electrical energy is the most used, the investigation mainly centres on this energy. This paper also pays attention to green energies and energy harvesting due to their contribution to energy efficiency by providing additional clean energy. The main contribution of this investigation is pointing out the most relevant existing and emerging ICT technologies and techniques which can be used to optimize the energy efficiency of Smart Buildings. The research puts special attention on available, novel and emerging sensors, communication technologies and standards, intelligence techniques and algorithms, green energies and energy harvesting. All of them enable high-performance intelligent systems to optimize energy consumption and occupants’ comfort. Furthermore, it remarks on the most suitable technologies and techniques, their main features and their applications in Smart Buildings. © 2019 by the authors.","2019","2024-01-24 11:17:52","2024-01-24 11:17:52","","","","22","12","","Energies","","","","","","","","English","","","Scopus","","","","Publisher: MDPI AG","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>A principal contribuição desta investigação é apontar as tecnologias e técnicas TIC existentes e emergentes mais relevantes que podem ser utilizadas para otimizar a eficiência energética de Edifícios Inteligentes.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Energy efficiency; Energy management; Intelligent systems; Energy harvesting; Energy utilization; Sustainable development; Intelligent buildings; Energy supplies; Energy storage; Energy conservation; Buildings; Green energy; Green computing; Communication technologies; Energy distribution; Energy distributions; Energy savings; Energy supply; Information communication technology; Key characteristics; Scientific community; Smart building; Supporting technology; Sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKWPBKCQ","journalArticle","2021","Jarmouni, E.; Mouhsen, A.; Lamhammedi, M.; Ouldzira, H.","Energy management system and supervision in a micro-grid using artificial neural network technique","International Journal of Power Electronics and Drive Systems","","20888694 (ISSN)","10.11591/ijpeds.v12.i4.pp2570-2579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118942695&doi=10.11591%2fijpeds.v12.i4.pp2570-2579&partnerID=40&md5=0327126d65e1228ded5d1a08a5ab0b67","Nowadays, the combination of conventional and renewable energy sources such as solar energy is one of the most widespread solutions to surmount the challenge of the climate and energy crisis. In the presence of random behavior of photovoltaic systems and variable power demand by consumers, energy management is a real challenge. In this paper, we propose a new energy management technique based on artificial neural networks in a smart grid. This will ensure the continuous supply of electricity to the consumer in the presence of random operation in energy consumption and generation. The global system is modeled and simulated under the MATLAB/Simulink tool. © 2021, Institute of Advanced Engineering and Science. All rights reserved.","2021","2024-01-24 11:17:52","2024-01-24 11:17:52","","2570-2579","","4","12","","Int. J. Power Electron. Drive Syst.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Advanced Engineering and Science","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo propõe uma nova técnica de gerenciamento de energia baseada em redes neurais artificiais em uma rede inteligente.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Renewable energy; Energy management system; Artificial neural network; Bidirectional DC/DC; Photovoltaic panel; Solar battery; Supervisions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
